,KM_estimate,timeline,Arm,Event
0,0.0,0.0,Inclisiran,CvDeath
1,4.8854126449837665e-06,6.315861983054714e-05,Inclisiran,CvDeath
2,9.770825291410823e-06,9.353126906137864e-05,Inclisiran,CvDeath
3,1.4656237938948102e-05,0.000487558956792,Inclisiran,CvDeath
4,1.9541650585708226e-05,0.0007624175657706,Inclisiran,CvDeath
5,2.4427063231469148e-05,0.0016502056878129,Inclisiran,CvDeath
6,2.931247587767416e-05,0.001722742893751,Inclisiran,CvDeath
7,3.4197888524101216e-05,0.0017586913113105,Inclisiran,CvDeath
8,3.908330117052827e-05,0.002849616407516,Inclisiran,CvDeath
9,4.396871381684431e-05,0.0038568221920429,Inclisiran,CvDeath
10,4.885412646260523e-05,0.0041471253822491,Inclisiran,CvDeath
11,5.3739539109476375e-05,0.0047327304923936,Inclisiran,CvDeath
12,5.862495175545934e-05,0.0047773063770753,Inclisiran,CvDeath
13,6.351036440210844e-05,0.0050195640007413,Inclisiran,CvDeath
14,6.839577704909061e-05,0.0053495030187784,Inclisiran,CvDeath
15,7.328118969440744e-05,0.0055652311418425,Inclisiran,CvDeath
16,7.816660234150064e-05,0.0059118384381069,Inclisiran,CvDeath
17,8.305201498837178e-05,0.0089202532219941,Inclisiran,CvDeath
18,8.793742763457679e-05,0.0091022094784737,Inclisiran,CvDeath
19,9.282284028000465e-05,0.0093603340246053,Inclisiran,CvDeath
20,9.770825292632068e-05,0.0102695561589927,Inclisiran,CvDeath
21,0.0001025936655730808,0.0103319838434574,Inclisiran,CvDeath
22,0.000107479078220174,0.0114764109070843,Inclisiran,CvDeath
23,0.00011236449086549083,0.0124571395569448,Inclisiran,CvDeath
24,0.00011724990351258402,0.0128773303819718,Inclisiran,CvDeath
25,0.0001221353161591221,0.0129618781281569,Inclisiran,CvDeath
26,0.00012702072880510507,0.013167997327601,Inclisiran,CvDeath
27,0.0001319061414519762,0.0134898279030224,Inclisiran,CvDeath
28,0.00013679155409773713,0.0143559051345956,Inclisiran,CvDeath
29,0.00014167696674405317,0.0148015582932331,Inclisiran,CvDeath
30,0.00014656237939048022,0.015872164154909,Inclisiran,CvDeath
31,0.00015144779203690728,0.0162302250668161,Inclisiran,CvDeath
32,0.0001563332046831123,0.0171016592803111,Inclisiran,CvDeath
33,0.00016121861733053855,0.0177583283983854,Inclisiran,CvDeath
34,0.00016610402997552232,0.0179153278598767,Inclisiran,CvDeath
35,0.00017098944262317062,0.0179650527262408,Inclisiran,CvDeath
36,0.00017587485526959767,0.018119273435587,Inclisiran,CvDeath
37,0.0001807602679163578,0.0182957723836914,Inclisiran,CvDeath
38,0.00018564568056145259,0.0189623039405302,Inclisiran,CvDeath
39,0.0001905310932082127,0.0189638713082269,Inclisiran,CvDeath
40,0.00019541650585463977,0.0190731335148448,Inclisiran,CvDeath
41,0.0002003019185005117,0.0194117721931478,Inclisiran,CvDeath
42,0.00020518733114727183,0.0197097327609407,Inclisiran,CvDeath
43,0.00021007274379303276,0.0202121800820052,Inclisiran,CvDeath
44,0.0002149581564393488,0.0216102761641351,Inclisiran,CvDeath
45,0.00021984356908588687,0.021725895727608,Inclisiran,CvDeath
46,0.00022472898173253597,0.0223512540330504,Inclisiran,CvDeath
47,0.000229614394378852,0.023992965059546,Inclisiran,CvDeath
48,0.00023449980702483497,0.0241855825105981,Inclisiran,CvDeath
49,0.00023938521967192816,0.0242529489812352,Inclisiran,CvDeath
50,0.00024427063231802215,0.0268246339960759,Inclisiran,CvDeath
51,0.0002491560449648933,0.0275105706826879,Inclisiran,CvDeath
52,0.0002540414576120975,0.0282316446961523,Inclisiran,CvDeath
53,0.0002589268702577474,0.0291479681611405,Inclisiran,CvDeath
54,0.0002638122829032863,0.0295165475772734,Inclisiran,CvDeath
55,0.00026869769555026846,0.0313372427510617,Inclisiran,CvDeath
56,0.00027358310819680653,0.0319189352804623,Inclisiran,CvDeath
57,0.00027846852084256746,0.0321640924244826,Inclisiran,CvDeath
58,0.00028335393348910554,0.0325032441328073,Inclisiran,CvDeath
59,0.00028823934613630975,0.0342268212296845,Inclisiran,CvDeath
60,0.00029312475878195965,0.0349092193311025,Inclisiran,CvDeath
61,0.0002980101714293859,0.0352735104861166,Inclisiran,CvDeath
62,0.0003028955840750358,0.0356885231222834,Inclisiran,CvDeath
63,0.000307780996722018,0.0363665985636522,Inclisiran,CvDeath
64,0.000312666409368334,0.036809882014582,Inclisiran,CvDeath
65,0.0003175518220138729,0.0373492626794934,Inclisiran,CvDeath
66,0.0003224372346601889,0.0378838946769378,Inclisiran,CvDeath
67,0.000327322647306838,0.0388017936042543,Inclisiran,CvDeath
68,0.00033220805995370917,0.03953264812943,Inclisiran,CvDeath
69,0.000337093472598915,0.0402135667623471,Inclisiran,CvDeath
70,0.0003419788852455641,0.0404590448288168,Inclisiran,CvDeath
71,0.0003468642978917691,0.0405087129465031,Inclisiran,CvDeath
72,0.0003517497105389733,0.0411374501418565,Inclisiran,CvDeath
73,0.00035663512318528934,0.0414261443962005,Inclisiran,CvDeath
74,0.0003615205358322715,0.0417938386104591,Inclisiran,CvDeath
75,0.0003664059484778104,0.0420334408505179,Inclisiran,CvDeath
76,0.0003712913611234603,0.0429756022082145,Inclisiran,CvDeath
77,0.0003761767737707755,0.0444114391024623,Inclisiran,CvDeath
78,0.0003810621864178687,0.044559275986554,Inclisiran,CvDeath
79,0.00038594759906429577,0.0447322071978075,Inclisiran,CvDeath
80,0.00039083301170994567,0.0457044702879875,Inclisiran,CvDeath
81,0.0003957184243563727,0.0486774398888377,Inclisiran,CvDeath
82,0.00040060383700324387,0.0495920807472424,Inclisiran,CvDeath
83,0.0004054892496486717,0.0498469408224347,Inclisiran,CvDeath
84,0.00041037466229598696,0.0501613050540361,Inclisiran,CvDeath
85,0.00041526007494119277,0.0508350543859495,Inclisiran,CvDeath
86,0.00042014548758784187,0.0517745453684403,Inclisiran,CvDeath
87,0.00042503090023382484,0.0517864927846778,Inclisiran,CvDeath
88,0.000429916312880696,0.0526033259296323,Inclisiran,CvDeath
89,0.0004348017255264569,0.0532191933979348,Inclisiran,CvDeath
90,0.0004396871381744383,0.0543004654527309,Inclisiran,CvDeath
91,0.0004445725508207543,0.0549638374176081,Inclisiran,CvDeath
92,0.00044945796346707034,0.0550944977976427,Inclisiran,CvDeath
93,0.00045434337611316433,0.0552063725977415,Inclisiran,CvDeath
94,0.0004592287887585922,0.0562913842202079,Inclisiran,CvDeath
95,0.0004641142014052413,0.0562915359279216,Inclisiran,CvDeath
96,0.0004689996140525565,0.0567769861804391,Inclisiran,CvDeath
97,0.0004738850266986505,0.0568532267344825,Inclisiran,CvDeath
98,0.0004787704393451886,0.0570163802508473,Inclisiran,CvDeath
99,0.00048365585199172667,0.0585043394604585,Inclisiran,CvDeath
100,0.0004885412646381537,0.0588591210949531,Inclisiran,CvDeath
101,0.0004934266772841367,0.0596864289965441,Inclisiran,CvDeath
102,0.0004983120899296756,0.0619030285869638,Inclisiran,CvDeath
103,0.0005031975025759916,0.062284153332521,Inclisiran,CvDeath
104,0.0005080829152230848,0.0630626429644593,Inclisiran,CvDeath
105,0.0005129683278688457,0.0635696436223224,Inclisiran,CvDeath
106,0.0005178537405149397,0.0640179795086256,Inclisiran,CvDeath
107,0.000522739153162699,0.0647227527404594,Inclisiran,CvDeath
108,0.00052762456580846,0.066641470612556,Inclisiran,CvDeath
109,0.0005325099784556642,0.0666911435425455,Inclisiran,CvDeath
110,0.0005373953911020912,0.0669586510557193,Inclisiran,CvDeath
111,0.0005422808037475191,0.0677328447444447,Inclisiran,CvDeath
112,0.0005471662163936131,0.0681632344379913,Inclisiran,CvDeath
113,0.0005520516290400401,0.0685873792199703,Inclisiran,CvDeath
114,0.0005569370416866892,0.0687668382394914,Inclisiran,CvDeath
115,0.0005618224543332273,0.0691151503947796,Inclisiran,CvDeath
116,0.0005667078669794323,0.069506530864164,Inclisiran,CvDeath
117,0.0005715932796250822,0.0714499542155583,Inclisiran,CvDeath
118,0.0005764786922717313,0.0718649424125638,Inclisiran,CvDeath
119,0.0005813641049191576,0.0719940928069382,Inclisiran,CvDeath
120,0.0005862495175652516,0.0724629141058733,Inclisiran,CvDeath
121,0.0005911349302116786,0.0733070872295025,Inclisiran,CvDeath
122,0.0005960203428582167,0.0737399462539513,Inclisiran,CvDeath
123,0.0006009057555045327,0.0746910104816652,Inclisiran,CvDeath
124,0.0006057911681504047,0.0748421502283585,Inclisiran,CvDeath
125,0.0006106765807973868,0.074856795471054,Inclisiran,CvDeath
126,0.0006155619934434808,0.0757853641884032,Inclisiran,CvDeath
127,0.000620447406090352,0.0770655890489962,Inclisiran,CvDeath
128,0.0006253328187357798,0.0771070964057592,Inclisiran,CvDeath
129,0.0006302182313832061,0.0784430544330508,Inclisiran,CvDeath
130,0.000635103644028745,0.0787015844397191,Inclisiran,CvDeath
131,0.0006399890566758382,0.0790190336175636,Inclisiran,CvDeath
132,0.0006448744693207109,0.0794233669248741,Inclisiran,CvDeath
133,0.0006497598819683592,0.0795606605249801,Inclisiran,CvDeath
134,0.0006546452946150083,0.0803597532084421,Inclisiran,CvDeath
135,0.0006595307072604362,0.0809435348579355,Inclisiran,CvDeath
136,0.0006644161199061971,0.081677124828738,Inclisiran,CvDeath
137,0.0006693015325538454,0.0823056622046704,Inclisiran,CvDeath
138,0.0006741869451996063,0.0829981899164071,Inclisiran,CvDeath
139,0.0006790723578468105,0.0848299835213527,Inclisiran,CvDeath
140,0.0006839577704933486,0.0848384837433488,Inclisiran,CvDeath
141,0.0006888431831391095,0.0878682631394681,Inclisiran,CvDeath
142,0.0006937285957855366,0.0882782700839429,Inclisiran,CvDeath
143,0.0006986140084324077,0.0883637511896716,Inclisiran,CvDeath
144,0.0007034994210778356,0.0901670048918242,Inclisiran,CvDeath
145,0.0007083848337249288,0.0914976013000108,Inclisiran,CvDeath
146,0.0007132702463701346,0.0940516332627473,Inclisiran,CvDeath
147,0.0007181556590165616,0.0948029931388984,Inclisiran,CvDeath
148,0.0007230410716640989,0.0948815663146267,Inclisiran,CvDeath
149,0.000727926484310748,0.0951091891115785,Inclisiran,CvDeath
150,0.0007328118969562869,0.0965875766595982,Inclisiran,CvDeath
151,0.0007376973096020478,0.0972658800914663,Inclisiran,CvDeath
152,0.0007425827222499182,0.0980170999356077,Inclisiran,CvDeath
153,0.0007474681348957901,0.0987824658763392,Inclisiran,CvDeath
154,0.000752353547541329,0.0992233603803536,Inclisiran,CvDeath
155,0.0007572389601882001,0.0997429383501152,Inclisiran,CvDeath
156,0.0007621243728341831,0.1008882361790575,Inclisiran,CvDeath
157,0.0007670097854810543,0.1010588571572684,Inclisiran,CvDeath
158,0.0007718951981265931,0.1015535543711379,Inclisiran,CvDeath
159,0.0007767806107741304,0.1025847427533785,Inclisiran,CvDeath
160,0.0007816660234200024,0.1028699069951044,Inclisiran,CvDeath
161,0.0007865514360657633,0.1042817250281724,Inclisiran,CvDeath
162,0.0007914368487127454,0.1054357912112728,Inclisiran,CvDeath
163,0.0007963222613591725,0.1060699569529423,Inclisiran,CvDeath
164,0.0008012076740064877,0.1064687185923679,Inclisiran,CvDeath
165,0.0008060930866526927,0.1071718063566818,Inclisiran,CvDeath
166,0.0008109784992975655,0.1074487353400314,Inclisiran,CvDeath
167,0.0008158639119444366,0.1086579770922317,Inclisiran,CvDeath
168,0.0008207493245911968,0.1093546106497509,Inclisiran,CvDeath
169,0.0008256347372377348,0.1099687395008534,Inclisiran,CvDeath
170,0.0008305201498837178,0.1103875910934042,Inclisiran,CvDeath
171,0.0008354055625307,0.1111161451253041,Inclisiran,CvDeath
172,0.000840290975176794,0.11142221779268,Inclisiran,CvDeath
173,0.0008451763878234431,0.1117237925725117,Inclisiran,CvDeath
174,0.0008500618004686489,0.1126684246650076,Inclisiran,CvDeath
175,0.000854947213115631,0.1127750763564651,Inclisiran,CvDeath
176,0.0008598326257626132,0.1136539409982117,Inclisiran,CvDeath
177,0.0008647180384091513,0.1144938231006963,Inclisiran,CvDeath
178,0.0008696034510551343,0.1150757981099444,Inclisiran,CvDeath
179,0.0008744888637021164,0.1151821320320041,Inclisiran,CvDeath
180,0.0008793742763478773,0.1156991290397968,Inclisiran,CvDeath
181,0.0008842596889941934,0.1158451237148015,Inclisiran,CvDeath
182,0.0008891451016408425,0.1170420692164959,Inclisiran,CvDeath
183,0.0008940305142873806,0.1171027615303615,Inclisiran,CvDeath
184,0.0008989159269336966,0.1173899461567505,Inclisiran,CvDeath
185,0.0009038013395795685,0.1181034544903585,Inclisiran,CvDeath
186,0.0009086867522265507,0.1184979380277851,Inclisiran,CvDeath
