x,y,Arm
0,2.84004981202756e-05,FOURIER-placebo
0.01,2.84004981202756e-05,FOURIER-placebo
0.02,0.000276664679071757,FOURIER-placebo
0.03,0.000887266543108204,FOURIER-placebo
0.04,0.00156560877568198,FOURIER-placebo
0.05,0.00242030358257585,FOURIER-placebo
0.06,0.00275305730754413,FOURIER-placebo
0.07,0.00342048920541665,FOURIER-placebo
0.08,0.00369412862976168,FOURIER-placebo
0.09,0.00401864875201012,FOURIER-placebo
0.1,0.00438053563399743,FOURIER-placebo
0.11,0.00476627533755878,FOURIER-placebo
0.12,0.00516235392452961,FOURIER-placebo
0.13,0.00555525745674505,FOURIER-placebo
0.14,0.00593147199604053,FOURIER-placebo
0.15,0.00627748360425132,FOURIER-placebo
0.16,0.00657977834321269,FOURIER-placebo
0.17,0.00682484227475995,FOURIER-placebo
0.18,0.00682484227475995,FOURIER-placebo
0.19,0.00682484227475995,FOURIER-placebo
0.2,0.00703883370048152,FOURIER-placebo
0.21,0.00749953833357564,FOURIER-placebo
0.22,0.00806207407246071,FOURIER-placebo
0.23,0.00865116084966109,FOURIER-placebo
0.24,0.00915074874251316,FOURIER-placebo
0.25,0.00955192232162608,FOURIER-placebo
0.26,0.0103403841030619,FOURIER-placebo
0.27,0.0103403841030619,FOURIER-placebo
0.28,0.0106729172297463,FOURIER-placebo
0.29,0.0108813570924607,FOURIER-placebo
0.3,0.0113946622486967,FOURIER-placebo
0.31,0.0115698500374343,FOURIER-placebo
0.32,0.0117884488600205,FOURIER-placebo
0.33,0.0119775425932957,FOURIER-placebo
0.34,0.0122764714480228,FOURIER-placebo
0.35,0.0124774802678776,FOURIER-placebo
0.36,0.0127432248664703,FOURIER-placebo
0.37,0.0133430509563585,FOURIER-placebo
0.38,0.0139564806642989,FOURIER-placebo
0.39,0.0144044697866654,FOURIER-placebo
0.4,0.0147216526232263,FOURIER-placebo
0.41,0.0147988362123067,FOURIER-placebo
0.42,0.0147988362123067,FOURIER-placebo
0.43,0.0152250178735035,FOURIER-placebo
0.44,0.0157681889003889,FOURIER-placebo
0.45,0.0160050164908658,FOURIER-placebo
0.46,0.0160050164908658,FOURIER-placebo
0.47,0.0165109342859024,FOURIER-placebo
0.48,0.0167670633290653,FOURIER-placebo
0.49,0.0169537118069891,FOURIER-placebo
0.5,0.0173039573543335,FOURIER-placebo
0.51,0.0178992879264713,FOURIER-placebo
0.52,0.0180469983625471,FOURIER-placebo
0.53,0.0180721109032081,FOURIER-placebo
0.54,0.0185996418128377,FOURIER-placebo
0.55,0.0191380793174275,FOURIER-placebo
0.56,0.0192008942605458,FOURIER-placebo
0.57,0.0193251918700635,FOURIER-placebo
0.58,0.0200319020907421,FOURIER-placebo
0.590000000000001,0.0207230212544084,FOURIER-placebo
0.600000000000001,0.0207230212544084,FOURIER-placebo
0.61,0.0209448768185621,FOURIER-placebo
0.620000000000001,0.0216844848535222,FOURIER-placebo
0.63,0.0218121296248513,FOURIER-placebo
0.64,0.0218121296248513,FOURIER-placebo
0.65,0.0225599849370621,FOURIER-placebo
0.66,0.0232587385524808,FOURIER-placebo
0.67,0.0232689573208529,FOURIER-placebo
0.68,0.0234608038447886,FOURIER-placebo
0.690000000000001,0.0241795032126555,FOURIER-placebo
0.7,0.0247523173718581,FOURIER-placebo
0.71,0.0247523173718581,FOURIER-placebo
0.720000000000001,0.0250559600876536,FOURIER-placebo
0.73,0.026353855280383,FOURIER-placebo
0.74,0.0263932684248623,FOURIER-placebo
0.750000000000001,0.0263932684248623,FOURIER-placebo
0.76,0.0270138808882064,FOURIER-placebo
0.77,0.0277632024468878,FOURIER-placebo
0.780000000000001,0.0277632024468878,FOURIER-placebo
0.79,0.0277632024468878,FOURIER-placebo
0.8,0.0283944898440014,FOURIER-placebo
0.81,0.0287627233914753,FOURIER-placebo
0.820000000000001,0.0289092192617804,FOURIER-placebo
0.830000000000001,0.0292336821473353,FOURIER-placebo
0.840000000000001,0.0300762938389264,FOURIER-placebo
0.850000000000001,0.0303065327308011,FOURIER-placebo
0.860000000000001,0.0306215070262393,FOURIER-placebo
0.870000000000001,0.0311942319737556,FOURIER-placebo
0.880000000000001,0.0318135812145382,FOURIER-placebo
0.890000000000001,0.032018676371068,FOURIER-placebo
0.900000000000001,0.032018676371068,FOURIER-placebo
0.910000000000001,0.0327891465807262,FOURIER-placebo
0.920000000000001,0.0335748007468363,FOURIER-placebo
0.930000000000001,0.0335748007468363,FOURIER-placebo
0.940000000000001,0.0336233686093187,FOURIER-placebo
0.950000000000001,0.0340842975189918,FOURIER-placebo
0.960000000000001,0.0344800793148341,FOURIER-placebo
0.970000000000001,0.0344800793148341,FOURIER-placebo
0.980000000000001,0.0344800793148341,FOURIER-placebo
0.990000000000001,0.0349899958940813,FOURIER-placebo
1,0.0352517260694996,FOURIER-placebo
1.01,0.0352517260694996,FOURIER-placebo
1.02,0.035575701915452,FOURIER-placebo
1.03,0.0360857912464008,FOURIER-placebo
1.04,0.0362552342555012,FOURIER-placebo
1.05,0.0363626772348593,FOURIER-placebo
1.06,0.0365200282543813,FOURIER-placebo
1.07,0.0370427481130931,FOURIER-placebo
1.08,0.0372603590279391,FOURIER-placebo
1.09,0.037349840444781,FOURIER-placebo
1.1,0.0380707972099395,FOURIER-placebo
1.11,0.0387798723459431,FOURIER-placebo
1.12,0.0387798723459431,FOURIER-placebo
1.13,0.0388857146951923,FOURIER-placebo
1.14,0.0393964234312097,FOURIER-placebo
1.15,0.0398364318870934,FOURIER-placebo
1.16,0.0398364318870934,FOURIER-placebo
