x,y,Arm
0,0,FOURIER-placebo
0.01,0.000100852300871665,FOURIER-placebo
0.02,0.000182147539187355,FOURIER-placebo
0.03,0.000257963592022903,FOURIER-placebo
0.04,0.000521113284382304,FOURIER-placebo
0.05,0.000521113284382304,FOURIER-placebo
0.06,0.000603824052904549,FOURIER-placebo
0.07,0.00123388457094945,FOURIER-placebo
0.08,0.00202020146044628,FOURIER-placebo
0.09,0.00317807281627623,FOURIER-placebo
0.1,0.0035217428151836,FOURIER-placebo
0.11,0.00418542466821562,FOURIER-placebo
0.12,0.00458980888187334,FOURIER-placebo
0.13,0.0048962082330942,FOURIER-placebo
0.14,0.00516569120495229,FOURIER-placebo
0.15,0.00554807525016739,FOURIER-placebo
0.16,0.00566687373469666,FOURIER-placebo
0.17,0.00655372842840284,FOURIER-placebo
0.18,0.00655372842840284,FOURIER-placebo
0.19,0.00655372842840284,FOURIER-placebo
0.2,0.0067678222191876,FOURIER-placebo
0.21,0.00754044738988672,FOURIER-placebo
0.22,0.00755660762813027,FOURIER-placebo
0.23,0.00806725414328805,FOURIER-placebo
0.24,0.0081776799010845,FOURIER-placebo
0.25,0.00883050615670853,FOURIER-placebo
0.26,0.00942924283518507,FOURIER-placebo
0.27,0.00985629268459771,FOURIER-placebo
0.28,0.0100664931929753,FOURIER-placebo
0.29,0.0104139045703832,FOURIER-placebo
0.3,0.0107359864597908,FOURIER-placebo
0.31,0.0108731142333298,FOURIER-placebo
0.32,0.0112785258828428,FOURIER-placebo
0.33,0.0113542169483657,FOURIER-placebo
0.34,0.0117746677954828,FOURIER-placebo
0.35,0.0120708368517561,FOURIER-placebo
0.36,0.0123586699361749,FOURIER-placebo
0.37,0.0124629326138815,FOURIER-placebo
0.38,0.0126016323673581,FOURIER-placebo
0.39,0.013115702752056,FOURIER-placebo
0.4,0.0136780574275261,FOURIER-placebo
0.41,0.0141499271270771,FOURIER-placebo
0.42,0.014541616197379,FOURIER-placebo
0.43,0.0145441486366468,FOURIER-placebo
0.44,0.0147581656216328,FOURIER-placebo
0.45,0.0149600329156673,FOURIER-placebo
0.46,0.0152758646661159,FOURIER-placebo
0.47,0.0157430748172659,FOURIER-placebo
0.48,0.015772127892286,FOURIER-placebo
0.49,0.0166886640783506,FOURIER-placebo
0.5,0.0167018734483419,FOURIER-placebo
0.51,0.0170343639441068,FOURIER-placebo
0.52,0.0173015415120249,FOURIER-placebo
0.53,0.0175325577424042,FOURIER-placebo
0.54,0.0178618849292323,FOURIER-placebo
0.55,0.0178618849292323,FOURIER-placebo
0.56,0.0184704535678124,FOURIER-placebo
0.57,0.0188409547508727,FOURIER-placebo
0.58,0.0190273595275685,FOURIER-placebo
0.590000000000001,0.0195316576348552,FOURIER-placebo
0.600000000000001,0.0195316576348552,FOURIER-placebo
0.61,0.0204392831564772,FOURIER-placebo
0.620000000000001,0.0205841574072575,FOURIER-placebo
0.63,0.0212810445915062,FOURIER-placebo
0.64,0.0216006639754757,FOURIER-placebo
0.65,0.0217850564731479,FOURIER-placebo
0.66,0.0221240499809455,FOURIER-placebo
0.67,0.0222622045522033,FOURIER-placebo
0.68,0.0228472144110351,FOURIER-placebo
0.690000000000001,0.0230063159491716,FOURIER-placebo
0.7,0.0236701809381009,FOURIER-placebo
0.71,0.0239866190585666,FOURIER-placebo
0.720000000000001,0.0244237907005063,FOURIER-placebo
0.73,0.0249735955071285,FOURIER-placebo
0.74,0.0251742277075814,FOURIER-placebo
0.750000000000001,0.0259957522315311,FOURIER-placebo
0.76,0.0259957522315311,FOURIER-placebo
0.77,0.0264666832566893,FOURIER-placebo
0.780000000000001,0.0266098990559872,FOURIER-placebo
0.79,0.026864475177591,FOURIER-placebo
0.8,0.0273341716774944,FOURIER-placebo
0.81,0.0273582169422161,FOURIER-placebo
0.820000000000001,0.0281591193518735,FOURIER-placebo
0.830000000000001,0.0282025773311722,FOURIER-placebo
0.840000000000001,0.0291224859888148,FOURIER-placebo
0.850000000000001,0.0291224859888148,FOURIER-placebo
0.860000000000001,0.029519845182225,FOURIER-placebo
0.870000000000001,0.0299577775190963,FOURIER-placebo
0.880000000000001,0.0300428797863641,FOURIER-placebo
0.890000000000001,0.0307255894184913,FOURIER-placebo
0.900000000000001,0.0307395829657367,FOURIER-placebo
0.910000000000001,0.0314479324987474,FOURIER-placebo
0.920000000000001,0.0316246600728641,FOURIER-placebo
0.930000000000001,0.0320536118804295,FOURIER-placebo
0.940000000000001,0.0323735081372699,FOURIER-placebo
0.950000000000001,0.0325146327175485,FOURIER-placebo
0.960000000000001,0.0327301516635207,FOURIER-placebo
0.970000000000001,0.0328242103487645,FOURIER-placebo
0.980000000000001,0.0330091573530127,FOURIER-placebo
0.990000000000001,0.0334082855648364,FOURIER-placebo
1,0.0334082855648364,FOURIER-placebo
1.01,0.0336969040451112,FOURIER-placebo
1.02,0.0339598568359446,FOURIER-placebo
1.03,0.0342682362574406,FOURIER-placebo
1.04,0.0347208324426132,FOURIER-placebo
1.05,0.0349159804175429,FOURIER-placebo
1.06,0.0351251601472766,FOURIER-placebo
1.07,0.0351251601472766,FOURIER-placebo
1.08,0.0355904239438061,FOURIER-placebo
1.09,0.0359109577370275,FOURIER-placebo
1.1,0.0361436257894526,FOURIER-placebo
1.11,0.0367237125241141,FOURIER-placebo
1.12,0.0367237125241141,FOURIER-placebo
1.13,0.0369955385174131,FOURIER-placebo
1.14,0.0373293920377656,FOURIER-placebo
1.15,0.0376471955581534,FOURIER-placebo
1.16,0.0383415218548183,FOURIER-placebo
