timeline,KM_estimate,Arm,Origin,Event
1.66,0.0218971367986235,Placebo,Observed data (FOURIER),MALE
1.67,0.0218971367986235,Placebo,Observed data (FOURIER),MALE
1.68,0.0218971367986235,Placebo,Observed data (FOURIER),MALE
1.69,0.0218971367986235,Placebo,Observed data (FOURIER),MALE
1.7,0.0218971367986235,Placebo,Observed data (FOURIER),MALE
1.71,0.0218971367986235,Placebo,Observed data (FOURIER),MALE
1.72,0.0218971367986235,Placebo,Observed data (FOURIER),MALE
1.73,0.0218971367986235,Placebo,Observed data (FOURIER),MALE
1.74,0.0218971367986235,Placebo,Observed data (FOURIER),MALE
1.75,0.0218971367986235,Placebo,Observed data (FOURIER),MALE
1.76,0.0218971367986235,Placebo,Observed data (FOURIER),MALE
1.77,0.0218971367986235,Placebo,Observed data (FOURIER),MALE
1.78,0.0218971367986235,Placebo,Observed data (FOURIER),MALE
1.79,0.0218971367986235,Placebo,Observed data (FOURIER),MALE
1.8,0.0218971367986235,Placebo,Observed data (FOURIER),MALE
1.81,0.0218971367986235,Placebo,Observed data (FOURIER),MALE
1.82,0.0218971367986235,Placebo,Observed data (FOURIER),MALE
1.83,0.0218971367986235,Placebo,Observed data (FOURIER),MALE
1.84,0.0218971367986235,Placebo,Observed data (FOURIER),MALE
1.85,0.0218971367986235,Placebo,Observed data (FOURIER),MALE
1.86,0.0218971367986235,Placebo,Observed data (FOURIER),MALE
1.87,0.0218971367986235,Placebo,Observed data (FOURIER),MALE
1.88,0.0218971367986235,Placebo,Observed data (FOURIER),MALE
1.89,0.0218971367986235,Placebo,Observed data (FOURIER),MALE
1.9,0.0218971367986235,Placebo,Observed data (FOURIER),MALE
1.91,0.0218971367986235,Placebo,Observed data (FOURIER),MALE
1.92,0.0218971367986235,Placebo,Observed data (FOURIER),MALE
1.93,0.0218971367986235,Placebo,Observed data (FOURIER),MALE
1.94,0.0218971367986235,Placebo,Observed data (FOURIER),MALE
1.95,0.0219644462620154,Placebo,Observed data (FOURIER),MALE
1.96,0.0223273291577593,Placebo,Observed data (FOURIER),MALE
1.97,0.0226432557314378,Placebo,Observed data (FOURIER),MALE
1.98,0.0227860246074405,Placebo,Observed data (FOURIER),MALE
1.99,0.0227866096389146,Placebo,Observed data (FOURIER),MALE
2.0,0.0227866096389146,Placebo,Observed data (FOURIER),MALE
2.01,0.0227866096389146,Placebo,Observed data (FOURIER),MALE
2.02,0.0227866096389146,Placebo,Observed data (FOURIER),MALE
2.03,0.0227866096389146,Placebo,Observed data (FOURIER),MALE
2.04,0.0227866096389146,Placebo,Observed data (FOURIER),MALE
2.05,0.0227866096389146,Placebo,Observed data (FOURIER),MALE
2.06,0.0227866096389146,Placebo,Observed data (FOURIER),MALE
2.07,0.0227866096389146,Placebo,Observed data (FOURIER),MALE
2.08,0.0227866096389146,Placebo,Observed data (FOURIER),MALE
2.09,0.0227866096389146,Placebo,Observed data (FOURIER),MALE
2.1,0.0227866096389146,Placebo,Observed data (FOURIER),MALE
2.11,0.0227866096389146,Placebo,Observed data (FOURIER),MALE
2.12,0.0227866096389146,Placebo,Observed data (FOURIER),MALE
2.13,0.0227866096389146,Placebo,Observed data (FOURIER),MALE
2.14,0.0227866096389146,Placebo,Observed data (FOURIER),MALE
2.15,0.0227866096389146,Placebo,Observed data (FOURIER),MALE
2.16,0.0227866096389146,Placebo,Observed data (FOURIER),MALE
2.17,0.0227866096389146,Placebo,Observed data (FOURIER),MALE
2.18,0.0227866096389146,Placebo,Observed data (FOURIER),MALE
2.19,0.0233827863672627,Placebo,Observed data (FOURIER),MALE
2.2,0.0234811569211228,Placebo,Observed data (FOURIER),MALE
2.21,0.0239814295798157,Placebo,Observed data (FOURIER),MALE
2.22,0.0239814295798157,Placebo,Observed data (FOURIER),MALE
2.23,0.0239814295798157,Placebo,Observed data (FOURIER),MALE
2.24,0.0239814295798157,Placebo,Observed data (FOURIER),MALE
2.25,0.0239814295798157,Placebo,Observed data (FOURIER),MALE
2.26,0.0239814295798157,Placebo,Observed data (FOURIER),MALE
2.27,0.0239814295798157,Placebo,Observed data (FOURIER),MALE
2.28,0.0239814295798157,Placebo,Observed data (FOURIER),MALE
2.29,0.0239814295798157,Placebo,Observed data (FOURIER),MALE
2.3,0.0239814295798157,Placebo,Observed data (FOURIER),MALE
2.31,0.0239814295798157,Placebo,Observed data (FOURIER),MALE
2.32,0.0239814295798157,Placebo,Observed data (FOURIER),MALE
2.33,0.0239814295798157,Placebo,Observed data (FOURIER),MALE
2.34,0.0239814295798157,Placebo,Observed data (FOURIER),MALE
2.35,0.0239814295798157,Placebo,Observed data (FOURIER),MALE
2.36,0.0239814295798157,Placebo,Observed data (FOURIER),MALE
2.37,0.0239814295798157,Placebo,Observed data (FOURIER),MALE
2.38,0.0239814295798157,Placebo,Observed data (FOURIER),MALE
2.39,0.0239814295798157,Placebo,Observed data (FOURIER),MALE
2.4,0.0239814295798157,Placebo,Observed data (FOURIER),MALE
2.41,0.0239814295798157,Placebo,Observed data (FOURIER),MALE
2.42,0.0239814295798157,Placebo,Observed data (FOURIER),MALE
2.43,0.0239814295798157,Placebo,Observed data (FOURIER),MALE
2.44,0.0239814295798157,Placebo,Observed data (FOURIER),MALE
2.45,0.0239814295798157,Placebo,Observed data (FOURIER),MALE
2.46,0.0239814295798157,Placebo,Observed data (FOURIER),MALE
2.47,0.0239814295798157,Placebo,Observed data (FOURIER),MALE
2.48,0.0239814295798157,Placebo,Observed data (FOURIER),MALE
2.49,0.0239814295798157,Placebo,Observed data (FOURIER),MALE
2.5,0.024,Placebo,Observed data (FOURIER),MALE
