timeline,KM_estimate,Arm,Origin,Event
1.75,0.0704970189697434,Placebo,Observed data (FOURIER),MACE
1.76,0.0706896368478008,Placebo,Observed data (FOURIER),MACE
1.77,0.0706896368478008,Placebo,Observed data (FOURIER),MACE
1.78,0.0710722870860825,Placebo,Observed data (FOURIER),MACE
1.79,0.0710722870860825,Placebo,Observed data (FOURIER),MACE
1.8,0.0710722870860825,Placebo,Observed data (FOURIER),MACE
1.81,0.0710722870860825,Placebo,Observed data (FOURIER),MACE
1.82,0.0710722870860825,Placebo,Observed data (FOURIER),MACE
1.83,0.0715635449843443,Placebo,Observed data (FOURIER),MACE
1.84,0.0721831668026821,Placebo,Observed data (FOURIER),MACE
1.85,0.072995760961251,Placebo,Observed data (FOURIER),MACE
1.86,0.0733237196466579,Placebo,Observed data (FOURIER),MACE
1.87,0.0737758868736681,Placebo,Observed data (FOURIER),MACE
1.88,0.0741040839651104,Placebo,Observed data (FOURIER),MACE
1.89,0.0743367192896578,Placebo,Observed data (FOURIER),MACE
1.9,0.0745069358328117,Placebo,Observed data (FOURIER),MACE
1.91,0.0748947989380098,Placebo,Observed data (FOURIER),MACE
1.92,0.0752985304249019,Placebo,Observed data (FOURIER),MACE
1.93,0.0756572707532578,Placebo,Observed data (FOURIER),MACE
1.94,0.0756572707532578,Placebo,Observed data (FOURIER),MACE
1.95,0.0756572707532578,Placebo,Observed data (FOURIER),MACE
1.96,0.0758394398284441,Placebo,Observed data (FOURIER),MACE
1.97,0.0763583508550393,Placebo,Observed data (FOURIER),MACE
1.98,0.0770105448680284,Placebo,Observed data (FOURIER),MACE
1.99,0.0777869661599532,Placebo,Observed data (FOURIER),MACE
2.0,0.0783314739477964,Placebo,Observed data (FOURIER),MACE
2.01,0.0786283037473887,Placebo,Observed data (FOURIER),MACE
2.02,0.0787118024810777,Placebo,Observed data (FOURIER),MACE
2.03,0.0787118024810777,Placebo,Observed data (FOURIER),MACE
2.04,0.0787160569944418,Placebo,Observed data (FOURIER),MACE
2.05,0.0789008657922603,Placebo,Observed data (FOURIER),MACE
2.06,0.0790636160053446,Placebo,Observed data (FOURIER),MACE
2.07,0.0798831065708899,Placebo,Observed data (FOURIER),MACE
2.08,0.0805329356972762,Placebo,Observed data (FOURIER),MACE
2.09,0.0810049131977256,Placebo,Observed data (FOURIER),MACE
2.1,0.0811963733488588,Placebo,Observed data (FOURIER),MACE
2.11,0.0813856225581466,Placebo,Observed data (FOURIER),MACE
2.12,0.0814553167765116,Placebo,Observed data (FOURIER),MACE
2.13,0.0817768950805199,Placebo,Observed data (FOURIER),MACE
2.14,0.0818097440324107,Placebo,Observed data (FOURIER),MACE
2.15,0.082096786737608,Placebo,Observed data (FOURIER),MACE
2.16,0.0825551779578926,Placebo,Observed data (FOURIER),MACE
2.17,0.0828856477577383,Placebo,Observed data (FOURIER),MACE
2.18,0.0833017367067352,Placebo,Observed data (FOURIER),MACE
2.19,0.0834891775461566,Placebo,Observed data (FOURIER),MACE
2.2,0.0834891775461566,Placebo,Observed data (FOURIER),MACE
2.21,0.0834891775461566,Placebo,Observed data (FOURIER),MACE
2.22,0.0834891775461566,Placebo,Observed data (FOURIER),MACE
2.23,0.0834891775461566,Placebo,Observed data (FOURIER),MACE
2.24,0.0836321986875134,Placebo,Observed data (FOURIER),MACE
2.25,0.0840633696551914,Placebo,Observed data (FOURIER),MACE
2.26,0.0840633696551914,Placebo,Observed data (FOURIER),MACE
2.27,0.0840633696551914,Placebo,Observed data (FOURIER),MACE
2.28,0.0841345915829224,Placebo,Observed data (FOURIER),MACE
2.29,0.0844370990790097,Placebo,Observed data (FOURIER),MACE
2.3,0.0848100292496329,Placebo,Observed data (FOURIER),MACE
2.30999999999999,0.0852009969661011,Placebo,Observed data (FOURIER),MACE
2.31999999999999,0.0855642035984716,Placebo,Observed data (FOURIER),MACE
2.32999999999999,0.0859295888060775,Placebo,Observed data (FOURIER),MACE
2.33999999999999,0.0867418394568603,Placebo,Observed data (FOURIER),MACE
2.34999999999999,0.0869275611973655,Placebo,Observed data (FOURIER),MACE
2.35999999999999,0.0871163419315846,Placebo,Observed data (FOURIER),MACE
2.36999999999999,0.087116495741608,Placebo,Observed data (FOURIER),MACE
2.37999999999999,0.0872997125049438,Placebo,Observed data (FOURIER),MACE
2.38999999999999,0.0874924134878839,Placebo,Observed data (FOURIER),MACE
2.39999999999999,0.0882101933507846,Placebo,Observed data (FOURIER),MACE
2.40999999999999,0.0886485388250984,Placebo,Observed data (FOURIER),MACE
2.41999999999999,0.0886485388250984,Placebo,Observed data (FOURIER),MACE
2.42999999999999,0.0886706527413238,Placebo,Observed data (FOURIER),MACE
2.43999999999999,0.0888368173260813,Placebo,Observed data (FOURIER),MACE
2.44999999999999,0.0890336970552929,Placebo,Observed data (FOURIER),MACE
2.45999999999999,0.0892251798631119,Placebo,Observed data (FOURIER),MACE
2.46999999999999,0.0901637114635111,Placebo,Observed data (FOURIER),MACE
